ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
3968.HK,47.48,HOLD,-5,37.7,-0.133,48.93,48.5,-1.2,-4.96,-3.81,-4.79,0.42,6.6889215,0.028,0.546,"['RSI=37.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.2%(買いシグナル)']"
0016.HK,126.7,HOLD,-5,42.3,-1.843,136.6,126.47,-3.9,-5.02,-8.4,33.54,0.44,14.520824,0.362,0.32,"['RSI=42.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-3.9%(買いシグナル)']"
2388.HK,40.26,HOLD,-5,39.3,-0.22,42.02,41.49,10.7,-2.8,-7.11,3.28,0.49,10.518175,0.105,0.104,"['RSI=39.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=10.7%(買いシグナル)']"
6160.HK,161.9,HOLD,-10,29.3,-1.235,181.42,196.05,14.4,-6.63,-25.73,-13.24,0.4,26.188986,,0.328,"['RSI=29.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.4%(買いシグナル)', '1ヶ月モメンタム -25.7%(強い下落)']"
1288.HK,5.21,HOLD,0,43.6,0.019,5.25,5.4,37.9,-2.07,-4.58,-5.44,0.33,5.607378,0.158,0.056,"['RSI=43.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1088.HK,48.72,BUY,30,66.9,0.122,46.37,43.87,82.8,3.26,10.98,23.53,0.79,15.607491,-0.118,-0.131,"['RSI=66.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.8%(売りシグナル)', '1ヶ月モメンタム +11.0%(強い上昇)']"
1024.HK,51.8,HOLD,-10,20.9,-0.458,60.15,69.26,-10.2,-13.45,-22.28,-22.34,0.48,8.319356,0.36,0.142,"['RSI=20.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-10.2%(買いシグナル)', '1ヶ月モメンタム -22.3%(強い下落)']"
028260.KS,275500.0,HOLD,-25,42.9,-1419.5,300100.0,299240.0,28.5,-1.43,-17.02,11.95,0.57,16.082617,0.68,0.084,"['RSI=42.9 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -17.0%(強い下落)']"
9987.HK,403.4,HOLD,-5,43.0,-1.64,419.01,407.34,9.6,-5.53,-7.16,7.42,0.35,16.123114,0.343,0.088,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=9.6%(買いシグナル)']"
0001.HK,58.0,HOLD,-20,40.3,-0.18,60.76,61.81,13.5,-1.86,-7.27,6.42,0.56,8.802029,0.597,-0.028,"['RSI=40.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.5%(買いシグナル)']"
0669.HK,103.4,HOLD,-15,30.5,-2.179,117.0,111.36,0.6,-6.76,-16.21,13.81,0.24,14.693273,0.001,0.016,"['RSI=30.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=0.6%(買いシグナル)', '1ヶ月モメンタム -16.2%(強い下落)']"
012330.KS,379000.0,SELL,-30,39.9,-4696.108,429004.36,432848.25,15.9,-7.04,-13.93,4.63,0.53,7.035993,-0.394,0.047,"['RSI=39.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.9%(買いシグナル)', '1ヶ月モメンタム -13.9%(強い下落)']"
2269.HK,32.12,SELL,-30,32.9,-0.393,36.33,37.73,5.3,-8.07,-21.12,-3.08,0.6,20.739275,0.584,0.161,"['RSI=32.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=5.3%(買いシグナル)', '1ヶ月モメンタム -21.1%(強い下落)']"
006400.KS,380500.0,HOLD,-15,47.2,-3701.38,403200.0,371460.0,26.7,-2.19,-2.81,36.14,0.39,26.832129,,0.028,"['RSI=47.2 中立', 'MACD デッドクロス(売りシグナル)']"
600519.SS,1408.57,HOLD,15,44.1,0.279,1433.66,1428.26,30.5,-5.15,-3.97,0.11,0.7,18.261786,0.008,0.006,"['RSI=44.1 中立', 'MACD ゴールデンクロス(買いシグナル)']"
009150.KS,429000.0,BUY,30,56.3,274.108,425825.0,346270.0,52.5,-3.92,0.59,71.12,0.48,21.680313,0.157,0.164,"['RSI=56.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
005490.KS,327000.0,HOLD,-25,41.4,-2955.08,357307.84,354344.83,22.8,-4.53,-15.2,8.77,0.65,10.77674,,-0.054,"['RSI=41.4 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -15.2%(強い下落)']"
6869.HK,150.5,HOLD,10,55.7,-3.449,150.48,106.87,50.0,7.5,16.49,161.51,0.37,73.51649,-0.115,0.163,"['RSI=55.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +16.5%(強い上昇)']"
1801.HK,77.2,SELL,-30,38.7,-0.392,82.8,84.41,4.1,-8.1,-12.82,-5.62,0.62,34.943996,,0.506,"['RSI=38.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.1%(買いシグナル)', '1ヶ月モメンタム -12.8%(強い下落)']"
0002.HK,72.45,HOLD,-15,44.5,-0.102,73.34,73.08,21.2,-1.36,-4.23,6.87,0.4,15.445521,-0.164,-0.037,"['RSI=44.5 中立', 'MACD デッドクロス(売りシグナル)']"
267260.KS,919000.0,HOLD,-25,46.8,-5852.048,973168.29,928521.42,28.4,-1.29,-13.45,14.44,0.42,27.746338,0.896,0.426,"['RSI=46.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -13.4%(強い下落)']"
010140.KS,26300.0,SELL,-30,41.4,-149.114,28412.5,28726.0,15.0,-9.78,-10.09,3.54,0.89,14.432482,,0.051,"['RSI=41.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.0%(買いシグナル)', '1ヶ月モメンタム -10.1%(強い下落)']"
316140.KS,31900.0,HOLD,-25,44.0,-277.054,34147.14,32098.38,27.0,-2.15,-19.27,17.24,0.5,6.495593,-0.238,0.057,"['RSI=44.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -19.3%(強い下落)']"
9992.HK,200.8,SELL,-30,38.1,-0.589,213.8,218.9,17.9,-6.78,-14.11,-0.5,0.76,13.90549,3.955,2.044,"['RSI=38.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.9%(買いシグナル)', '1ヶ月モメンタム -14.1%(強い下落)']"
0020.HK,1.88,HOLD,-10,28.7,-0.035,2.23,2.39,4.1,-8.74,-27.97,-7.84,0.4,-82.62216,,0.356,"['RSI=28.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.1%(買いシグナル)', '1ヶ月モメンタム -28.0%(強い下落)']"
0386.HK,4.52,HOLD,-10,25.7,-0.07,5.09,5.14,6.1,-5.44,-18.12,0.22,0.53,8.643118,0.045,-0.109,"['RSI=25.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.1%(買いシグナル)', '1ヶ月モメンタム -18.1%(強い下落)']"
2328.HK,14.68,SELL,-30,32.7,-0.064,15.71,16.02,-11.4,-6.14,-11.08,-11.99,0.56,6.7516727,0.323,0.071,"['RSI=32.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-11.4%(買いシグナル)', '1ヶ月モメンタム -11.1%(強い下落)']"
207940.KS,1528000.0,SELL,-30,38.2,-3355.058,1637000.0,1733340.0,12.7,-3.72,-11.01,-11.83,0.42,32.843018,,,"['RSI=38.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.7%(買いシグナル)', '1ヶ月モメンタム -11.0%(強い下落)']"
329180.KS,512000.0,SELL,-30,36.2,-5454.539,577046.46,581228.91,-12.4,-12.78,-15.08,-1.06,0.7,16.430582,4.967,0.224,"['RSI=36.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-12.4%(買いシグナル)', '1ヶ月モメンタム -15.1%(強い下落)']"
032830.KS,219000.0,HOLD,-15,52.4,-567.795,221600.0,198284.0,44.6,0.92,-5.6,46.05,0.63,14.877108,1.87,0.294,"['RSI=52.4 中立', 'MACD デッドクロス(売りシグナル)']"
0175.HK,20.34,HOLD,20,73.2,0.397,17.06,16.86,107.6,7.96,21.07,20.14,1.76,8.164678,0.009,0.458,"['RSI=73.2 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=107.6%(売りシグナル)', '1ヶ月モメンタム +21.1%(強い上昇)', '出来高急増 1.8x(注目)']"
2020.HK,75.05,SELL,-30,34.4,-0.526,80.24,80.55,6.1,-5.78,-11.24,-8.75,0.55,12.985156,-0.074,0.143,"['RSI=34.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.1%(買いシグナル)', '1ヶ月モメンタム -11.2%(強い下落)']"
1378.HK,30.46,HOLD,-25,30.7,-0.801,37.1,36.51,-27.2,-18.69,-15.44,-4.99,2.02,7.5324454,-0.231,-0.015,"['RSI=30.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-27.2%(買いシグナル)', '1ヶ月モメンタム -15.4%(強い下落)', '出来高急増 2.0x(注目)']"
9868.HK,71.9,HOLD,15,48.7,0.292,71.32,72.74,52.8,-8.06,1.77,-6.8,0.88,17.182482,,0.382,"['RSI=48.7 中立', 'MACD ゴールデンクロス(買いシグナル)']"
0823.HK,35.46,HOLD,-5,37.0,-0.304,37.52,36.39,-13.3,-4.11,-6.49,2.25,0.56,14.041118,,0.051,"['RSI=37.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-13.3%(買いシグナル)']"
1109.HK,28.46,HOLD,-15,34.6,-0.257,30.64,30.39,-8.3,-8.49,-10.67,3.19,0.77,7.621159,0.162,0.199,"['RSI=34.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-8.3%(買いシグナル)', '1ヶ月モメンタム -10.7%(強い下落)']"
9866.HK,44.14,BUY,30,57.3,0.469,41.92,39.39,64.1,-6.72,5.75,13.18,0.78,42.170933,,0.759,"['RSI=57.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
373220.KS,359500.0,SELL,-30,42.2,-792.028,383150.0,390870.0,24.2,-5.52,-9.22,-5.15,0.43,37.690098,,,"['RSI=42.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
2057.HK,189.8,BUY,30,54.3,0.495,186.82,181.89,64.2,3.83,-1.09,14.96,0.46,11.34144,7.907,0.123,"['RSI=54.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
2601.HK,31.24,HOLD,-10,29.7,-0.116,34.3,36.82,-12.8,-9.4,-14.74,-13.22,0.99,5.4455914,0.353,0.546,"['RSI=29.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-12.8%(買いシグナル)', '1ヶ月モメンタム -14.7%(強い下落)']"
9633.HK,40.98,HOLD,-10,29.8,-0.241,44.69,47.17,-3.7,-5.49,-13.21,-14.91,0.58,23.824162,0.221,0.156,"['RSI=29.8 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.7%(買いシグナル)', '1ヶ月モメンタム -13.2%(強い下落)']"
033780.KS,151800.0,HOLD,-25,42.8,-845.205,158922.16,153350.24,24.5,-2.38,-11.73,6.19,0.48,12.171274,-0.127,0.101,"['RSI=42.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.7%(強い下落)']"
2423.HK,39.86,HOLD,-20,33.7,-0.216,43.28,45.63,-16.2,-8.91,-9.45,-4.14,0.8,14.94279,-0.837,-0.287,"['RSI=33.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-16.2%(買いシグナル)']"
051910.KS,292500.0,SELL,-40,42.4,-2470.537,327625.0,328080.0,24.7,-4.88,-12.03,-13.59,0.29,11.858128,,,"['RSI=42.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.0%(強い下落)']"
086520.KS,150900.0,HOLD,-25,48.0,-3007.003,161655.0,142388.0,28.6,3.43,-11.91,53.35,0.31,,,,"['RSI=48.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
042660.KS,120900.0,SELL,-30,40.5,-627.122,131950.0,136168.0,19.2,-8.89,-17.87,10.41,0.38,20.895363,0.51,0.021,"['RSI=40.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.2%(買いシグナル)', '1ヶ月モメンタム -17.9%(強い下落)']"
1113.HK,44.32,HOLD,-5,39.6,-0.405,47.16,45.85,-10.6,-5.38,-6.73,10.74,0.57,11.994879,-0.075,0.384,"['RSI=39.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-10.6%(買いシグナル)']"
035720.KS,47500.0,SELL,-30,35.3,-229.716,52952.16,56443.45,17.7,-7.41,-18.13,-18.27,0.46,27.260723,,0.09,"['RSI=35.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.7%(買いシグナル)', '1ヶ月モメンタム -18.1%(強い下落)']"
0006.HK,60.7,HOLD,-5,44.7,-0.282,62.25,60.68,2.2,-1.22,-2.8,11.38,0.42,18.372894,0.026,-0.099,"['RSI=44.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=2.2%(買いシグナル)']"
196170.KS,353500.0,HOLD,-10,41.4,23.473,375125.0,406150.0,25.4,-0.42,-12.06,-17.91,0.63,,,,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
047810.KS,169300.0,HOLD,-5,45.3,-1434.679,182725.0,170554.0,16.3,-16.19,-3.59,55.61,0.57,32.171986,4.126,0.34,"['RSI=45.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.3%(買いシグナル)']"
2015.HK,65.15,HOLD,-5,41.3,-0.413,68.32,67.8,10.4,-8.63,-9.2,-1.36,0.59,21.037544,-0.998,-0.35,"['RSI=41.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=10.4%(買いシグナル)']"
009540.KS,371500.0,HOLD,-15,37.5,-3532.206,420515.35,416703.06,0.3,-11.55,-19.73,-10.01,0.79,6.5593333,3.193,0.214,"['RSI=37.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=0.3%(買いシグナル)', '1ヶ月モメンタム -19.7%(強い下落)']"
010120.KS,836000.0,BUY,30,63.4,9326.56,754207.57,640079.43,82.2,9.71,16.25,78.2,0.65,41.664623,0.328,0.121,"['RSI=63.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.2%(売りシグナル)', '1ヶ月モメンタム +16.3%(強い上昇)']"
006800.KS,62000.0,HOLD,-5,49.8,-1521.317,67235.11,51142.85,16.6,-10.27,-8.16,176.33,0.42,19.484268,,13.817,"['RSI=49.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.6%(買いシグナル)']"
000810.KS,459000.0,SELL,-30,40.0,-3847.32,499750.0,504300.0,18.0,-3.87,-18.76,-5.94,0.45,8.101448,-0.09,-0.025,"['RSI=40.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=18.0%(買いシグナル)', '1ヶ月モメンタム -18.8%(強い下落)']"
0003.HK,7.09,HOLD,-5,35.8,-0.042,7.47,7.42,-13.1,-2.34,-7.8,0.57,0.88,20.494884,0.021,-0.042,"['RSI=35.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-13.1%(買いシグナル)']"
298040.KS,2605000.0,HOLD,15,52.7,121.607,2615200.0,2426240.0,48.3,2.32,-5.07,41.41,0.52,22.903646,0.922,0.109,"['RSI=52.7 中立', 'MACD ゴールデンクロス(買いシグナル)']"
0992.HK,8.93,HOLD,-5,40.3,-0.05,9.42,9.19,-14.2,-5.9,-6.3,-3.67,0.52,7.9553423,-0.271,0.181,"['RSI=40.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-14.2%(買いシグナル)']"
064350.KS,168600.0,SELL,-30,33.5,-4754.035,208480.0,212082.0,-1.4,-12.6,-23.88,-5.97,0.58,12.671118,0.532,0.128,"['RSI=33.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.4%(買いシグナル)', '1ヶ月モメンタム -23.9%(強い下落)']"
042700.KS,303000.0,HOLD,10,59.0,-3563.484,290351.87,227900.47,58.3,0.66,48.99,161.12,0.3,58.15784,-0.482,-0.445,"['RSI=59.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +49.0%(強い上昇)']"
